Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,totalSeasons,Response,DVD,BoxOffice,Production,Website
The Seven Deadly Sins: Four Knights of the Apocalypse,2023–,TV-14,31 Jan 2024,N/A,"Animation, Action, Adventure",N/A,N/A,"Shou Komura, Aino Shimada, Ryan Colt Levy","A new generation of adventurers comes together to change the world, as a prophecy states. But will they bring good or destruction?","Japanese, English",Japan,N/A,https://m.media-amazon.com/images/M/MV5BYzAyMWVlYzMtN2VjMi00MTMxLWFjNTMtZWQ5NThjOTc2YjNjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,873,tt20228550,series,2,True,,,,
Rick and Morty,2013–,TV-MA,02 Dec 2013,23 min,"Animation, Adventure, Comedy",N/A,"Dan Harmon, Justin Roiland","Chris Parnell, Spencer Grammer, Sarah Chalke",The fractured domestic lives of a nihilistic mad scientist and his anxious grandson are further complicated by their inter-dimensional misadventures.,English,United States,Won 2 Primetime Emmys. 18 wins & 45 nominations total,https://m.media-amazon.com/images/M/MV5BZGQyZjk2MzMtMTcyNC00NGU3LTlmNjItNDExMWM4ZDFhYmQ2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.1/10'}]",N/A,9.1,"623,596",tt2861424,series,8,True,,,,
The Resident,2018–2023,TV-14,21 Jan 2018,60 min,Drama,N/A,"Amy Holden Jones, Hayley Schore, Roshan Sethi","Matt Czuchry, Manish Dayal, Bruce Greenwood",A group of doctors at Chastain Memorial Hospital face personal and professional challenges on a daily basis.,English,United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BMTU4YTgzNDMtMDM0OC00NzRiLWE2MDgtZjRiMmM3ZTU3ZmJkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,"36,326",tt6483832,series,6,True,,,,
True Beauty,2020–2021,TV-Y,08 Dec 2020,31S min,"Comedy, Drama, Romance",N/A,Yaongyi,"Moon Ga-young, Cha Eun-woo, Hwang In-Youp","After being bullied and discriminated because of her ugly looks, a high school girl transforms herself into a gorgeous ""goddess"" and quickly rises to fame after mastering the art of makeup via online tutorial videos.",Korean,South Korea,2 wins,https://m.media-amazon.com/images/M/MV5BZTFlNWFiNGQtNjA3Zi00ODNmLTgyNWQtODk4ZGQ2OWZjZjAxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,"16,922",tt13274038,series,1,True,,,,
The Blacklist,2013–2023,TV-14,23 Sep 2013,43 min,"Crime, Drama, Mystery",N/A,Jon Bokenkamp,"James Spader, Megan Boone, Diego Klattenhoff","A new FBI profiler, Elizabeth Keen, has her entire life uprooted when a mysterious criminal, Raymond Reddington, who has eluded capture for decades, turns himself in and insists on speaking only to her.",English,United States,Won 1 Primetime Emmy. 2 wins & 33 nominations total,https://m.media-amazon.com/images/M/MV5BNDk4MGU4NTItNDMyMC00NjQ0LWFlMWUtYzJlMTM1M2M2ZTU3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,"283,981",tt2741602,series,10,True,,,,
Midsomer Murders,1997–,TV-14,28 Jun 1998,90 min,"Crime, Drama, Mystery",N/A,Caroline Graham,"John Nettles, Jane Wymark, Barry Jackson",A veteran Detective Chief Inspector and his young Sergeant investigate murders around the regional community of Midsomer County.,English,United Kingdom,1 win & 10 nominations,https://m.media-amazon.com/images/M/MV5BY2U5MzA2MjctMTIzMS00ZjYxLTljMmMtNDkzZjY4YTQ0MTJiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,"40,921",tt0118401,series,24,True,,,,
S.W.A.T.,2003,PG-13,08 Aug 2003,117 min,"Action, Adventure, Crime",Clark Johnson,"Robert Hamner, Ron Mita, Jim McClain","Samuel L. Jackson, Colin Farrell, Michelle Rodriguez","An imprisoned drug kingpin offers a huge cash reward to anyone that can break him out of police custody, and only the L.A.P.D.'s Special Weapons and Tactics team can prevent it.","English, Spanish, French",United States,5 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BNmMwYjNhYTEtNGM3ZS00ZTNjLWE1ZWItOWU0MGU4YTUwNjk0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.1,"155,588",tt0257076,movie,,True,N/A,"$116,934,650",N/A,N/A
The Walking Dead: Daryl Dixon,2023–,TV-MA,10 Sep 2023,N/A,"Drama, Horror",N/A,David Zabel,"Norman Reedus, Louis Puech Scigliuzzi, Clémence Poésy",Daryl's journey across a broken but resilient France as he hopes to find a way back home.,"English, French",United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BZjFlYzg4M2ItZjlmZC00MTA2LWJlZTgtODdlZmZjNWRkMzI5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"26,439",tt13062500,series,2,True,,,,
The Boys,2019–,TV-MA,26 Jul 2019,31S min,"Action, Comedy, Crime",N/A,Eric Kripke,"Karl Urban, Jack Quaid, Antony Starr",A group of vigilantes set out to take down corrupt superheroes who abuse their superpowers.,English,United States,Won 1 Primetime Emmy. 22 wins & 82 nominations total,https://m.media-amazon.com/images/M/MV5BMWJlN2U5MzItNjU4My00NTM2LWFjOWUtOWFiNjg3ZTMxZDY1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.7/10'}]",N/A,8.7,"731,859",tt1190634,series,5,True,,,,
Family Guy,1999–,TV-MA,31 Jan 1999,22 min,"Animation, Comedy",N/A,"Seth MacFarlane, David Zuckerman","Seth MacFarlane, Alex Borstein, Seth Green","In a wacky Rhode Island town, a dysfunctional family strives to cope with everyday life as they are thrown from one crazy scenario to another.",English,United States,Won 9 Primetime Emmys. 37 wins & 119 nominations total,https://m.media-amazon.com/images/M/MV5BNTZlMGQ1YjEtMzVlNC00ZmMxLTk0MzgtZjdkYTU1NmUxNTQ0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,"369,906",tt0182576,series,23,True,,,,
Two and a Half Men,2003–2015,TV-14,22 Sep 2003,22 min,"Comedy, Romance",N/A,"Lee Aronsohn, Chuck Lorre","Jon Cryer, Ashton Kutcher, Angus T. Jones",A hedonistic jingle writer's free-wheeling life comes to an abrupt halt when his brother and 10-year-old nephew move into his beach-front house.,English,United States,Won 9 Primetime Emmys. 30 wins & 73 nominations total,https://m.media-amazon.com/images/M/MV5BMzI2ZDMyNGEtNmIwOS00NTI1LThlZDctYzYzYmE3NDNlNTJlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,"284,549",tt0369179,series,12,True,,,,
The Uncanny Counter,2020–2023,TV-14,28 Nov 2020,N/A,"Action, Fantasy, Horror",N/A,N/A,"Jo Byeong-gyu, Yoo Joon-sang, Kim Sejeong","Noodle shop employees by day and demon hunters by night, the Counters use special abilities to chase down malevolent spirits that prey on humans.",Korean,South Korea,1 win,https://m.media-amazon.com/images/M/MV5BMWE5NGQ5YmUtZGU1Ny00ZDM3LWIyZGMtZWI0YWRkZTM0Y2I4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,"12,297",tt13273826,series,2,True,,,,
Reacher,2022–,TV-MA,04 Feb 2022,1 min,"Action, Crime, Drama",N/A,Nick Santora,"Alan Ritchson, Maria Sten, Malcolm Goodwin",Itinerant former military policeman Jack Reacher solves crimes and metes out his own brand of street justice. Based on the novels by Lee Child.,English,United States,1 win & 8 nominations,https://m.media-amazon.com/images/M/MV5BZWU5ODRlMjYtNTczMy00Y2YxLTg5M2UtMjFkODA4OGE5Njk4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,"226,594",tt9288030,series,2,True,,,,
Grotesquerie,2024–,TV-MA,25 Sep 2024,N/A,"Drama, Horror",N/A,"Jon Robin Baitz, Joe Baken, Ryan Murphy","Niecy Nash, Courtney B. Vance, Nicholas Alexander Chavez","A detective and a nun investigate a series of heinous crimes that seem personal, while grappling with personal issues and uncovering a sinister web that raises more questions than answers.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOThhNTFlMjAtYjRlZi00ZGFjLWI5OTQtYzIyYTMyYzA3YmU5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,"1,462",tt31458276,series,1,True,,,,
Peaky Blinders,2013–2022,TV-MA,30 Sep 2014,60 min,"Crime, Drama",N/A,Steven Knight,"Cillian Murphy, Paul Anderson, Sophie Rundle","A gangster family epic set in 1900s England, centering on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby.","English, Romanian, Irish Gaelic, Italian, Yiddish, French",United Kingdom,Won 1 BAFTA Award24 wins & 56 nominations total,https://m.media-amazon.com/images/M/MV5BM2ZiNThlNzItNmY3Ny00NjA2LWJlMjItNTk1NDI3MDMyMTk4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}]",N/A,8.8,"679,160",tt2442560,series,6,True,,,,
Jujutsu Kaisen,2020–,TV-MA,02 Oct 2020,24 min,"Animation, Action, Adventure",N/A,N/A,"Adam McArthur, Jun'ya Enoki, Yuma Uchida",A boy swallows a cursed talisman - the finger of a demon - and becomes cursed himself. He enters a shaman's school to be able to locate the demon's other body parts and thus exorcise himself.,"Japanese, English","Japan, United States",31 wins & 43 nominations,https://m.media-amazon.com/images/M/MV5BNmI1MmYxNWQtY2E5NC00ZTlmLWIzZGEtNzM1YmE3NDA5NzhjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",N/A,8.5,"134,032",tt12343534,series,2,True,,,,
The Vampire Diaries,2009–2017,TV-14,10 Sep 2009,43 min,"Drama, Fantasy, Horror",N/A,"Julie Plec, Kevin Williamson","Nina Dobrev, Paul Wesley, Ian Somerhalder","The lives, loves, dangers and disasters in the town, Mystic Falls, Virginia. Creatures of unspeakable horror lurk beneath this town as a teenage girl is suddenly torn between two vampire brothers.",English,United States,38 wins & 67 nominations,https://m.media-amazon.com/images/M/MV5BMmNjOWQzYmYtNGYxOS00MjVkLTg1MWUtMTkzMGE0MDgwNzQ5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,"357,852",tt1405406,series,8,True,,,,
Law Abiding Citizen,2009,R,16 Oct 2009,109 min,"Action, Crime, Drama",F. Gary Gray,Kurt Wimmer,"Gerard Butler, Jamie Foxx, Leslie Bibb",A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free.,English,United States,3 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BNDFjNzM2NzMtNTkxZi00ZGFmLTkyZGMtZWQ3ZjMwZDc5NDExXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,7.4,"326,151",tt1197624,movie,,True,N/A,"$73,357,727",N/A,N/A
Cobra Kai,2018–2025,TV-14,02 May 2018,30 min,"Action, Comedy, Drama",N/A,"Josh Heald, Jon Hurwitz, Hayden Schlossberg","Ralph Macchio, William Zabka, Courtney Henggeler","Decades after their 1984 All Valley Karate Tournament bout, a middle-aged Daniel LaRusso and Johnny Lawrence find themselves martial-arts rivals again.","English, Spanish",United States,Nominated for 9 Primetime Emmys. 4 wins & 68 nominations total,https://m.media-amazon.com/images/M/MV5BYjA3NDkwNzktNjJkYi00ODNhLWFhYzQtYzk5NjU4MDM0OWZmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,"213,166",tt7221388,series,6,True,,,,
Only Murders in the Building,2021–,TV-MA,31 Aug 2021,N/A,"Comedy, Crime, Drama",N/A,"John Hoffman, Steve Martin","Steve Martin, Martin Short, Selena Gomez",Three strangers - who live in the same New York City apartment building and share an obsession with true crime - suddenly find themselves embroiled in a murder.,"English, American Sign ",United States,Won 7 Primetime Emmys. 66 wins & 268 nominations total,https://m.media-amazon.com/images/M/MV5BZjNlZjRhMmMtMzUyYy00NmQxLThlZmQtZDAyMzBlMTAzMTcxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,"171,471",tt11691774,series,5,True,,,,
The Mentalist,2008–2015,TV-14,23 Sep 2008,43 min,"Crime, Drama, Mystery",N/A,Bruno Heller,"Simon Baker, Robin Tunney, Tim Kang","A famous ""psychic"" outs himself as a fake, and starts working as a consultant for the California Bureau of Investigation so he can find ""Red John"", the madman who killed his wife and daughter.",English,United States,Nominated for 1 Primetime Emmy. 4 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ5OTgzOTczM15BMl5BanBnXkFtZTcwMDM2OTY4MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,"206,243",tt1196946,series,7,True,,,,
Young Sheldon,2017–2024,TV-PG,25 Sep 2017,30 min,Comedy,N/A,"Chuck Lorre, Steven Molaro","Iain Armitage, Zoe Perry, Lance Barber","Meet a child genius named Sheldon Cooper (already seen as an adult in The Big Bang Theory (2007)) and his family. Some unique challenges face Sheldon, who is socially impaired.",English,United States,7 wins & 33 nominations,https://m.media-amazon.com/images/M/MV5BODU3M2FmMDctNGViYi00OGUxLThkZDAtZmRkZDBhNWJhNDIzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,"119,726",tt6226232,series,7,True,,,,
Bones,2005–2017,TV-14,13 Sep 2005,40 min,"Crime, Drama, Mystery",N/A,Hart Hanson,"Emily Deschanel, David Boreanaz, Michaela Conlin","F.B.I. Special Agent Seeley Booth teams up with the Jeffersonian's top anthropologist, Dr. Temperance Brennan, to investigate cases where all that's left of the victims are their bones.","English, Spanish",United States,Nominated for 2 Primetime Emmys. 8 wins & 42 nominations total,https://m.media-amazon.com/images/M/MV5BMjA3ODMxMzM5NF5BMl5BanBnXkFtZTgwMDM1NjU0OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,"180,177",tt0460627,series,12,True,,,,
House of the Dragon,2022–,TV-MA,21 Aug 2022,N/A,"Action, Adventure, Drama",N/A,"Ryan J. Condal, George R.R. Martin","Matt Smith, Emma D'Arcy, Olivia Cooke","An internal succession war within House Targaryen at the height of its power, 172 years before the birth of Daenerys Targaryen.",English,United States,Won 1 Primetime Emmy. 13 wins & 78 nominations total,https://m.media-amazon.com/images/M/MV5BM2QzMGVkNjUtN2Y4Yi00ODMwLTg3YzktYzUxYjJlNjFjNDY1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,"449,534",tt11198330,series,3,True,,,,
Chicago Fire,2012–,TV-14,10 Oct 2012,43 min,"Action, Drama",N/A,"Michael Brandt, Derek Haas","Taylor Kinney, Christian Stolte, Joe Minoso","The story of firefighters and paramedics in the city of Chicago, both on a personal and professional level.",English,United States,6 wins & 26 nominations,https://m.media-amazon.com/images/M/MV5BZDgwYjlhMGItMDQ3YS00OGQyLWFiMTQtYzkwNTUzNjE4NzIwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,"66,785",tt2261391,series,13,True,,,,
Ranma ½,1989–1990,TV-14,01 Apr 1989,30 min,"Animation, Action, Comedy",N/A,Rumiko Takahashi,"Kappei Yamaguchi, Megumi Hayashibara, Noriko Hidaka",A girl is involuntarily engaged to a boy who turns female when hit with cold water and male when hit with hot.,Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BYjg3ZWY4YmMtYjU1OS00ZmU4LWJmODMtMjBlNmE2ZjkyNzJjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,"5,848",tt0096686,series,1,True,,,,
SEAL Team,2017–2024,TV-14,27 Sep 2017,43 min,"Action, Drama, War",N/A,Benjamin Cavell,"David Boreanaz, Neil Brown Jr., A.J. Buckley","The lives of the elite Navy SEALs as they train, plan, and execute the most dangerous, high-stakes missions the United States of America can ask.",English,United States,Nominated for 2 Primetime Emmys. 1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMDc5ZjUzMTktYzg0MC00MTU3LTkzNzQtYzdiZmZkM2NlOTdjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,"35,190",tt6473344,series,7,True,,,,
Animaniacs,1993–1998,TV-Y7,13 Sep 1993,N/A,"Animation, Short, Adventure",N/A,Tom Ruegger,"Rob Paulsen, Jess Harnell, Tress MacNeille",The zany adventures of a trio of 1930s animated characters in the modern world.,English,"United States, Japan, New Zealand, South Korea, Philippines, Taiwan",11 wins & 23 nominations,https://m.media-amazon.com/images/M/MV5BYjY4NGE3YTItZTA2Yy00OWQwLWI5ZTgtNzQzOTQ5NTE4ZDUzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,"26,319",tt0105941,series,5,True,,,,
Miraculous: Tales of Ladybug & Cat Noir,2015–,TV-Y7,20 Dec 2015,1 min,"Animation, Action, Adventure",N/A,N/A,"Cristina Valenzuela, Bryce Papenbrook, Max Mittelman","Marinette and Adrien, two normal teens, transform into the superheroes Ladybug and Cat Noir when a mysterious evil threatens to destroy Paris.","French, Korean, English","France, South Korea, Japan, United States",2 wins,https://m.media-amazon.com/images/M/MV5BODQ5NGFjZTQtNDkzNy00YWVjLWJiNGMtNTk1YzVmMmQ1YWQwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"16,186",tt2580046,series,5,True,,,,
Monk,2002–2009,TV-PG,12 Jul 2002,44 min,"Comedy, Crime, Drama",N/A,Andy Breckman,"Tony Shalhoub, Jason Gray-Stanford, Ted Levine","The series follows Adrian Monk, a brilliant former San Francisco detective, who now consults the police as a private consultant while battling with an obsessive-compulsive disorder.",English,United States,Won 8 Primetime Emmys. 22 wins & 47 nominations total,https://m.media-amazon.com/images/M/MV5BNWM0YjQ4ZjYtNWYyYi00ZDVmLTg5NDQtOTkzZjljYzg2ZWI1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,"94,889",tt0312172,series,8,True,,,,
American Dad!,2005–,TV-MA,06 Feb 2005,22 min,"Animation, Comedy",N/A,"Mike Barker, Seth MacFarlane, Matt Weitzman","Seth MacFarlane, Wendy Schaal, Scott Grimes","The escapades of Stan Smith, a conservative C.I.A. Agent dealing with family life, and keeping America safe.",English,United States,Nominated for 4 Primetime Emmys. 1 win & 33 nominations total,https://m.media-amazon.com/images/M/MV5BZDI4ZWYwMGUtZGE1Yi00OTc5LWI3NDctMGY4ZWE4NzI4NWUwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"138,214",tt0397306,series,19,True,,,,
Friends,1994–2004,TV-14,22 Sep 1994,22 min,"Comedy, Romance",N/A,"David Crane, Marta Kauffman","Jennifer Aniston, Courteney Cox, Lisa Kudrow",Follows the personal and professional lives of six twenty to thirty year-old friends living in the Manhattan borough of New York City.,"English, Spanish, Italian, French, Dutch, Hebrew",United States,Won 6 Primetime Emmys. 79 wins & 231 nominations total,https://m.media-amazon.com/images/M/MV5BOTU2YmM5ZjctOGVlMC00YTczLTljM2MtYjhlNGI5YWMyZjFkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.9/10'}]",N/A,8.9,"1,111,911",tt0108778,series,10,True,,,,
Castle,2009–2016,TV-14,09 Mar 2009,43 min,"Comedy, Crime, Drama",N/A,Andrew W. Marlowe,"Nathan Fillion, Stana Katic, Susan Sullivan","When a psychopath commits murders based on novelist Castle's books, Detective Beckett seeks his help to solve the case. He decides to work with her and uses his experiences as research for his novels.",English,United States,Nominated for 4 Primetime Emmys. 20 wins & 26 nominations total,https://m.media-amazon.com/images/M/MV5BMjM2NjU0ODU0NF5BMl5BanBnXkFtZTgwMDAwMzg5NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,"177,177",tt1219024,series,8,True,,,,
A Girl's Guide to 21st Century Sex,2006,N/A,30 Oct 2006,45 min,Documentary,N/A,N/A,"Erin Sharkey, Ava Cadell, Catherine Hood","Documentary series exploring sex, presented by Dr. Catherine Hood.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BNDc3ZTdhZmEtZWIzMC00YzFlLWIzNzUtYjc4YWZkMDNlYjA4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,394,tt0906711,series,1,True,,,,
CSI: Crime Scene Investigation,2000–2015,TV-14,06 Oct 2000,60 min,"Crime, Drama, Mystery",N/A,Anthony E. Zuiker,"William Petersen, Laurence Fishburne, Ted Danson","Follows a group of Crime Scene Investigators (CSI's) who work with the Las Vegas Police Department (LVPD) to solve crimes by meticulously examining evidence by using advanced scientific methods and technology in Las Vegas, Nevada.","English, Spanish, American Sign ","United States, Canada",Won 6 Primetime Emmys. 68 wins & 127 nominations total,https://m.media-amazon.com/images/M/MV5BYWRjMjU2NmUtMmQ0MS00NDMyLTg4NGItNjg1OWY2OGI4ZDM5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,"90,591",tt0247082,series,16,True,,,,
